id,,,W-L%,SRS,SOS,Conf WL,Home WL,Away WL,Points del,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1414,42,UC-Irvine,0.583,0.18,-2.7,0.5,0.5,-0.1,0.222087379,0.903426791,0.746329527,0.783137106,0.444,0.664160401,0.620981387,0.361,0.602011494,0.623469388,0.686,0.638095238,0.817505721,0.596627756,0.474393531,0.620967742,0.81663837,0.931506849
1415,43,UC-Riverside,0.276,-11.39,-3.87,-0.375,-0.166666667,-0.9,-0.14684466,0.725856698,0.561990212,0.634637296,0.412,0.43358396,0.4678511,0.313,0.494252874,0.505102041,0.695,0.419047619,0.578375286,0.438391699,0.533692722,0.35483871,0.65704584,0.712328767
1364,44,UC-Santa Barbara,0.214,-13.49,-2,-0.5,-0.166666667,-1.1,-0.347087379,0.700934579,0.507340946,0.627041398,0.377,0.385964912,0.449238579,0.29,0.435344828,0.487755102,0.634,0.565079365,0.588100686,0.438391699,0.398921833,0.237903226,0.578947368,0.625155666
1143,45,University of California,0.618,11.11,6.34,0.125,0.611111111,-0.3,0.196601942,0.859813084,0.658238173,0.725788074,0.422,0.56641604,0.561759729,0.34,0.683908046,0.734693878,0.661,0.625396825,0.756864989,0.530479896,0.444743935,0.625,0.726655348,0.816936488
1144,46,Campbell,0.514,-9.68,-7.59,-0.25,0.166666667,-0.3,0.058252427,0.92834891,0.741435563,0.756551462,0.456,0.736842105,0.675126904,0.368,0.777298851,0.734693878,0.751,0.463492063,0.697368421,0.560311284,0.657681941,0.608870968,0.808149406,0.824408468
1145,47,Canisius,0.529,-2.82,-3.5,0,0,0.1,0.027912621,0.853582555,0.769168026,0.784656286,0.456,0.77443609,0.703891709,0.371,0.675287356,0.652040816,0.736,0.577777778,0.640732265,0.779507134,0.619946092,0.258064516,0.75721562,0.820672478
1146,48,Central Arkansas,0.25,-13.04,-3.76,-0.25,-0.055555556,-1.3,-0.360436893,0.806853583,0.681892333,0.72540828,0.438,0.576441103,0.518612521,0.375,0.708333333,0.701020408,0.718,0.534920635,0.658466819,0.60311284,0.479784367,0.338709677,0.75721562,0.754669988
1148,49,Central Connecticut State,0.207,-17.51,-7.68,-0.625,-0.333333333,-1.1,-0.345873786,0.728971963,0.550570962,0.608431447,0.421,0.365914787,0.353637902,0.349,0.475574713,0.544897959,0.62,0.526984127,0.552631579,0.44228275,0.447439353,0.274193548,0.701188455,0.671232877
1416,50,Central Florida,0.667,9.58,3.69,0.25,0.666666667,0,0.257281553,0.900311526,0.672920065,0.720850741,0.435,0.65914787,0.632825719,0.352,0.719827586,0.773469388,0.661,0.617460317,0.841533181,0.518806744,0.388140162,0.584677419,0.891341256,0.682440847
1141,51,Central Michigan,0.5,-5.76,-2.63,-0.375,0.277777778,-0.4,0.023058252,0.806853583,0.743882545,0.817698443,0.424,1,0.943316413,0.358,0.86637931,0.77755102,0.791,0.577777778,0.711670481,0.469520104,0.48787062,0.375,0.614601019,0.762141968
1149,52,Charleston Southern,0.387,-12.28,-6.21,-0.25,0.166666667,-0.9,-0.047330097,0.781931464,0.672104405,0.709456893,0.441,0.571428571,0.565989848,0.341,0.614942529,0.656122449,0.666,0.533333333,0.624713959,0.44228275,0.474393531,0.358870968,0.607809847,0.772104608
1150,53,Charlotte,0.433,-5.24,-0.93,-0.25,0.277777778,-0.6,-0.13592233,0.750778816,0.652528548,0.684770224,0.444,0.593984962,0.532994924,0.376,0.658045977,0.626530612,0.746,0.355555556,0.56006865,0.468223087,0.51212938,0.379032258,0.62139219,0.719800747
1151,54,Chattanooga,0.613,1.1,-2.08,0.125,0.444444444,0,0.220873786,0.775700935,0.653344209,0.652487657,0.466,0.578947368,0.5642978,0.346,0.691091954,0.690816327,0.71,0.511111111,0.574942792,0.488975357,0.649595687,0.584677419,0.701188455,0.709838107
1152,55,Chicago State,0.188,-16.67,-0.19,-0.75,-0.222222222,-1.5,-0.512135922,0.809968847,0.602773246,0.730345613,0.384,0.531328321,0.576142132,0.311,0.573275862,0.580612245,0.701,0.546031746,0.642448513,0.46692607,0.579514825,0.274193548,0.747028862,0.767123288
