id,,,G,W,L,W-L%,SRS,SOS,Conf WL,Home WL,Away WL,Points del,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1441,338,Western Carolina,32,13,19,0.406,-11.68,-1.41,-2,3,-9,-229,1280,774,1885,0.411,234,703,0.333,408,597,0.683,371,1101,427,254,92,476,561
1442,339,Western Illinois,28,12,16,0.429,-10.78,-1.99,-8,6,-9,3,1135,749,1607,0.466,188,527,0.357,326,456,0.715,196,990,308,136,109,350,432
1443,340,Western Kentucky,34,24,10,0.706,10.03,2.43,10,10,2,281,1365,959,1944,0.493,185,521,0.355,562,792,0.71,330,1213,459,248,124,402,494
1444,341,Western Michigan,32,17,15,0.531,-2.05,-1.82,0,4,-1,53,1285,845,1926,0.439,233,678,0.344,479,659,0.727,356,1130,405,209,100,342,559
1455,342,Wichita State NCAA,32,25,7,0.781,17.53,5.87,10,10,7,373,1290,930,1944,0.478,292,758,0.385,504,683,0.738,389,1291,593,150,126,370,562
1456,343,William & Mary,31,19,12,0.613,-1.3,-1.27,4,8,-1,105,1255,910,1782,0.511,337,777,0.434,479,591,0.81,209,1017,548,174,125,382,530
1457,344,Winthrop,31,19,12,0.613,-1.58,-5.8,6,8,-2,245,1240,859,1801,0.477,296,790,0.375,450,623,0.722,281,1124,455,211,144,429,539
1458,345,Wisconsin,33,15,18,0.455,10.71,9.83,-4,4,-5,29,1325,793,1770,0.448,216,644,0.335,404,578,0.699,299,1010,411,180,117,353,543
1459,346,Wofford,33,21,12,0.636,-0.56,-2.22,4,8,0,177,1320,867,1843,0.47,342,834,0.41,408,522,0.782,263,1067,497,216,86,404,568
1460,347,Wright State NCAA,34,25,9,0.735,0.74,-4.42,10,12,1,219,1370,854,1959,0.436,233,682,0.342,512,714,0.717,346,1235,451,226,75,446,541
1461,348,Wyoming,33,20,13,0.606,4.55,3.83,2,9,-2,36,1365,873,1959,0.446,304,881,0.345,583,790,0.738,231,1148,518,215,130,449,654
1462,349,Xavier NCAA,33,28,5,0.848,19.63,9.84,12,16,7,323,1335,953,1942,0.491,258,699,0.369,617,781,0.79,322,1267,549,193,97,410,558
1463,350,Yale,31,16,15,0.516,-4,-2.63,4,6,-4,24,1250,831,1796,0.463,252,762,0.331,398,551,0.722,275,1052,507,204,95,407,541
1464,351,Youngstown State,32,8,24,0.25,-13.7,-2.6,-6,0,-11,-237,1290,902,2110,0.427,235,712,0.33,371,583,0.636,457,1159,445,266,126,460,672
